"","Matricula","Plantel","Turno","Estatus","Materias","Cal","Anho","PeriodoCert","Gen","Lic","Periodo"
"2422","14-011-0482","GAM","V","ACTIVO","HISTORIA DEL DERECHO","NC","21","Segundo","14","Derecho",1-12-21
"2423","14-011-0482","GAM","V","ACTIVO","FRANCES III","NC","21","Segundo","14","Derecho",1-09-21
"2424","14-011-0482","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","NC","21","Segundo","14","Derecho",1-09-21
"2425","14-011-0482","GAM","V","ACTIVO","OBLIGACIONES","NC","21","Segundo","14","Derecho",1-09-21
"2426","14-011-0482","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","NC","22","Primer","14","Derecho",1-03-22
"2427","14-011-0482","GAM","V","ACTIVO","HISTORIA DEL DERECHO","NC","22","Primer","14","Derecho",1-03-22
"2428","14-011-0482","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","NC","22","Primer","14","Derecho",1-03-22
"2429","14-011-0482","GAM","V","ACTIVO","DERECHO DE AMPARO","NC","22","Primer","14","Derecho",1-06-22
"2430","14-011-0482","GAM","V","ACTIVO","DERECHO LABORAL","NC","22","Primer","14","Derecho",1-06-22
"2431","14-011-0482","GAM","V","ACTIVO","OBLIGACIONES","C","22","Primer","14","Derecho",1-06-22
"2432","14-011-0482","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","C","22","Primer","14","Derecho",1-06-22
"2433","14-011-0503","GAM","V","ACTIVO","DERECHO INDIGENA","NC","20","Primer","14","Derecho",1-06-20
"2434","14-011-0503","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","C","20","Primer","14","Derecho",1-06-20
"2435","14-011-0503","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Segundo","14","Derecho",1-12-21
"2436","14-011-0503","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Segundo","14","Derecho",1-12-21
"2437","14-011-0503","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","C","21","Segundo","14","Derecho",1-12-21
"2438","14-011-0503","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","NC","22","Primer","14","Derecho",1-06-22
"2439","14-011-0503","GAM","V","ACTIVO","DERECHO FISCAL","C","22","Primer","14","Derecho",1-06-22
"2440","14-011-0503","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","22","Primer","14","Derecho",1-06-22
"2441","14-011-0537","CH","V","ACTIVO","LECTURA DE TEXTOS EN INGLES II","C","20","Primer","14","Derecho",1-06-20
"2442","14-011-0537","GAM","V","ACTIVO","DERECHO LABORAL","C","20","Primer","14","Derecho",1-06-20
"2443","14-011-0537","SLT","V","ACTIVO","DERECHO CINE Y LITERATURA","C","21","Primer","14","Derecho",1-01-21
"2444","14-011-0537","CH","V","ACTIVO","LECTURA DE TEXTOS EN INGLES III","C","21","Primer","14","Derecho",1-01-21
"2445","14-011-0586","GAM","V","ACTIVO","DERECHO FISCAL","NC","22","Primer","14","Derecho",1-06-22
"2446","14-011-0597","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","NC","20","Primer","14","Derecho",1-06-20
"2447","14-011-0597","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","20","Primer","14","Derecho",1-06-20
"2448","14-011-0597","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","NC","20","Primer","14","Derecho",1-06-20
"2449","14-011-0597","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","NC","20","Primer","14","Derecho",1-06-20
"2450","14-011-0597","GAM","V","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","NC","20","Primer","14","Derecho",1-06-20
"2451","14-011-0597","GAM","V","ACTIVO","OBLIGACIONES","NC","20","Primer","14","Derecho",1-06-20
"2452","14-011-0597","GAM","V","ACTIVO","INGLES II","NC","20","Primer","14","Derecho",1-06-20
"2453","14-011-0597","GAM","V","ACTIVO","SEMINARIO DE TESIS I: PROYECTO DE INVESTIGACION","C","21","Primer","14","Derecho",1-06-21
"2454","14-011-0597","GAM","V","ACTIVO","CONTRATOS","NC","21","Primer","14","Derecho",1-06-21
"2455","14-011-0597","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","NC","21","Primer","14","Derecho",1-06-21
"2456","14-011-0597","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","21","Primer","14","Derecho",1-06-21
"2457","14-011-0597","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","NC","21","Primer","14","Derecho",1-06-21
"2458","14-011-0597","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","C","21","Primer","14","Derecho",1-06-21
"2459","14-011-0597","GAM","V","ACTIVO","LEGALIDAD SOCIAL DEL DERECHO","NC","21","Segundo","14","Derecho",1-12-21
"2460","14-011-0597","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO II","NC","21","Segundo","14","Derecho",1-12-21
"2461","14-011-0597","GAM","V","ACTIVO","DERECHO INDIGENA","NC","21","Segundo","14","Derecho",1-12-21
"2462","14-011-0597","GAM","V","ACTIVO","SEMINARIO DE TESIS","NC","21","Segundo","14","Derecho",1-12-21
"2463","14-011-0597","GAM","V","ACTIVO","INGLES II","NC","21","Segundo","14","Derecho",1-12-21
"2464","14-011-0597","GAM","V","ACTIVO","BIENES Y SUCESIONES","C","21","Segundo","14","Derecho",1-12-21
"2465","14-011-0597","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","21","Segundo","14","Derecho",1-12-21
"2466","14-011-0597","GAM","V","ACTIVO","DELITOS EN PARTICULAR","NC","21","Segundo","14","Derecho",1-09-21
"2467","14-011-0597","GAM","V","ACTIVO","OBLIGACIONES","NC","21","Segundo","14","Derecho",1-09-21
"2468","14-011-0597","GAM","V","ACTIVO","INGLES I","NC","22","Primer","14","Derecho",1-06-22
"2469","14-011-0597","GAM","V","ACTIVO","OBLIGACIONES","NC","22","Primer","14","Derecho",1-06-22
"2470","14-011-0597","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","C","22","Primer","14","Derecho",1-06-22
"2471","14-011-0597","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","C","22","Primer","14","Derecho",1-06-22
"2472","14-011-0597","GAM","V","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C","22","Primer","14","Derecho",1-06-22
"2473","14-011-0602","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","20","Primer","14","Derecho",1-06-20
"2474","14-011-0612","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","C","20","Primer","14","Derecho",1-06-20
"2475","14-011-0612","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","14","Derecho",1-01-21
"2476","14-011-0713","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","C","20","Primer","14","Derecho",1-06-20
"2477","14-011-0713","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","20","Primer","14","Derecho",1-06-20
"2478","14-011-0713","GAM","V","ACTIVO","OBLIGACIONES","C","20","Primer","14","Derecho",1-06-20
"2479","14-011-0713","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","C","20","Primer","14","Derecho",1-06-20
"2480","14-011-0713","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","20","Primer","14","Derecho",1-06-20
"2481","14-011-0713","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","20","Primer","14","Derecho",1-06-20
"2482","14-011-0713","GAM","V","ACTIVO","PERSONA Y FAMILIA","NC","20","Primer","14","Derecho",1-06-20
"2483","14-011-0713","GAM","V","ACTIVO","TEORIA DEL ESTADO","NC","20","Primer","14","Derecho",1-06-20
"2484","14-011-0713","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","C","20","Primer","14","Derecho",1-06-20
"2485","14-011-0770","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","NC","20","Primer","14","Derecho",1-06-20
"2486","14-011-0770","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","C","20","Primer","14","Derecho",1-06-20
"2487","14-011-0770","GAM","V","ACTIVO","DERECHO LABORAL","C","20","Primer","14","Derecho",1-06-20
"2488","14-011-0770","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","C","20","Primer","14","Derecho",1-06-20
"2489","14-011-0770","GAM","V","ACTIVO","DERECHO FISCAL","NC","20","Primer","14","Derecho",1-06-20
"2490","14-011-0770","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","14","Derecho",1-06-20
"2491","14-011-0770","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","C","20","Primer","14","Derecho",1-06-20
"2492","14-011-0770","GAM","V","ACTIVO","OBLIGACIONES","C","20","Primer","14","Derecho",1-06-20
"2493","14-011-0770","GAM","V","ACTIVO","LECTURA DE TEXTOS EN INGLES III","C","20","Segundo","14","Derecho",1-09-20
"2494","14-011-0770","GAM","V","ACTIVO","DERECHO INDIGENA","C","20","Segundo","14","Derecho",1-09-20
"2495","14-011-0770","GAM","V","ACTIVO","DERECHO FISCAL","NC","20","Segundo","14","Derecho",1-09-20
"2496","14-011-0770","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","14","Derecho",1-01-21
"2497","14-011-0770","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C","21","Primer","14","Derecho",1-01-21
"2498","14-011-0770","GAM","V","ACTIVO","CLINICA PROCESAL","C","21","Primer","14","Derecho",1-01-21
"2499","14-011-0770","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Primer","14","Derecho",1-01-21
"2500","14-011-0770","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","21","Primer","14","Derecho",1-01-21
"2501","14-011-0770","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Primer","14","Derecho",1-01-21
"2502","14-011-0770","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","NC","21","Primer","14","Derecho",1-06-21
"2503","14-011-0770","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C","21","Primer","14","Derecho",1-06-21
"2504","14-011-0770","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","21","Primer","14","Derecho",1-06-21
"2505","14-011-0770","GAM","V","ACTIVO","DERECHO FISCAL","NC","21","Primer","14","Derecho",1-06-21
"2506","14-011-0770","GAM","V","ACTIVO","DERECHO DE AMPARO","C","21","Primer","14","Derecho",1-06-21
"2507","14-011-0770","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","C","21","Primer","14","Derecho",1-06-21
"2508","14-011-0770","GAM","V","ACTIVO","DERECHO DE AMPARO","C","22","Primer","14","Derecho",1-06-22
"2509","14-011-0770","GAM","V","ACTIVO","DERECHO FISCAL","C","22","Primer","14","Derecho",1-06-22
"2510","14-011-0770","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","22","Primer","14","Derecho",1-06-22
"2511","14-011-0770","GAM","V","ACTIVO","DERECHO LABORAL","C","22","Primer","14","Derecho",1-06-22
"2512","14-011-0770","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","C","22","Primer","14","Derecho",1-06-22
"2513","14-011-0790","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","20","Primer","14","Derecho",1-06-20
"2514","14-011-0790","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC","20","Primer","14","Derecho",1-06-20
"2515","14-011-0790","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","C","20","Primer","14","Derecho",1-06-20
"2516","14-011-0790","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","21","Primer","14","Derecho",1-01-21
"2517","14-011-0790","DV","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS II","C","21","Primer","14","Derecho",1-06-21
"2518","14-011-0790","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC","21","Primer","14","Derecho",1-04-21
"2519","14-011-0790","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","21","Primer","14","Derecho",1-04-21
"2520","14-011-0790","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","NC","21","Primer","14","Derecho",1-04-21
"2521","14-011-0790","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","C","21","Segundo","14","Derecho",1-12-21
"2522","14-011-0790","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C","21","Segundo","14","Derecho",1-12-21
"2523","14-011-0790","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Segundo","14","Derecho",1-12-21
"2524","14-011-0868","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","14","Derecho",1-01-21
"2525","14-011-0904","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","C","20","Primer","14","Derecho",1-06-20
"2526","14-011-0904","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","14","Derecho",1-06-20
"2527","14-011-0904","GAM","V","ACTIVO","DERECHO DE AMPARO","NC","20","Primer","14","Derecho",1-06-20
"2528","14-011-0904","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","20","Primer","14","Derecho",1-06-20
"2529","14-011-0904","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","NC","20","Segundo","14","Derecho",1-09-20
"2530","14-011-0904","GAM","V","ACTIVO","DERECHO DE AMPARO","NC","20","Segundo","14","Derecho",1-09-20
"2531","14-011-0904","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","20","Segundo","14","Derecho",1-09-20
"2532","14-011-0904","IZT","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","NC","20","Segundo","14","Derecho",1-09-20
"2533","14-011-0904","CH","V","ACTIVO","INGLES II","NC","21","Primer","14","Derecho",1-01-21
"2534","14-011-0904","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","14","Derecho",1-01-21
"2535","14-011-0904","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Primer","14","Derecho",1-01-21
"2536","14-011-0904","GAM","V","ACTIVO","DERECHO INDIGENA","C","21","Primer","14","Derecho",1-01-21
"2537","14-011-0904","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","21","Primer","14","Derecho",1-01-21
"2538","14-011-0904","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC","21","Primer","14","Derecho",1-01-21
"2539","14-011-0904","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","21","Primer","14","Derecho",1-06-21
"2540","14-011-0904","IZT","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","C","21","Primer","14","Derecho",1-06-21
"2541","14-011-0904","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","21","Primer","14","Derecho",1-06-21
"2542","14-011-0904","IZT","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","C","21","Primer","14","Derecho",1-06-21
"2543","14-011-0904","GAM","V","ACTIVO","DERECHO DE AMPARO","NC","21","Primer","14","Derecho",1-06-21
"2544","14-011-0904","DV","V","ACTIVO","INGLES II","C","21","Primer","14","Derecho",1-06-21
"2545","14-011-0904","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","C","21","Segundo","14","Derecho",1-12-21
"2546","14-011-0904","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C","21","Segundo","14","Derecho",1-12-21
"2547","14-011-0904","IZT","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","C","21","Segundo","14","Derecho",1-12-21
"2548","14-011-0904","IZT","V","ACTIVO","LENGUAJE Y PENSAMIENTO II","C","21","Segundo","14","Derecho",1-12-21
"2549","14-011-0904","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Segundo","14","Derecho",1-12-21
"2550","14-011-0904","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C","22","Primer","14","Derecho",1-06-22
"2551","14-011-0904","GAM","V","ACTIVO","DERECHO DE AMPARO","C","22","Primer","14","Derecho",1-06-22
"2552","14-011-0921","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Primer","14","Derecho",1-01-21
"2553","14-011-0938","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","C","20","Primer","14","Derecho",1-06-20
"2554","14-011-0938","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","NC","20","Primer","14","Derecho",1-06-20
"2555","14-011-0938","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","20","Primer","14","Derecho",1-06-20
"2556","14-011-0938","GAM","V","ACTIVO","CULTURA Y SOCIEDAD","C","20","Primer","14","Derecho",1-06-20
"2557","14-011-0938","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","C","21","Primer","14","Derecho",1-01-21
"2558","14-011-0938","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","21","Primer","14","Derecho",1-01-21
"2559","14-011-0938","DV","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","NC","21","Primer","14","Derecho",1-04-21
"2560","14-011-0938","GAM","V","ACTIVO","INGLES I","NC","21","Primer","14","Derecho",1-04-21
"2561","14-011-0938","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Segundo","14","Derecho",1-12-21
"2562","14-011-0938","GAM","V","ACTIVO","INGLES I","C","22","Primer","14","Derecho",1-06-22
"2563","14-011-0938","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","C","22","Primer","14","Derecho",1-06-22
"2564","14-011-0938","GAM","V","ACTIVO","OBLIGACIONES","C","22","Primer","14","Derecho",1-06-22
"2565","14-011-0973","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","C","20","Segundo","14","Derecho",1-09-20
"2566","14-011-0976","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","20","Primer","14","Derecho",1-06-20
"2567","14-011-0976","GAM","V","ACTIVO","DERECHO FISCAL","NC","20","Segundo","14","Derecho",1-09-20
"2568","14-011-0976","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","14","Derecho",1-01-21
"2569","14-011-0976","GAM","V","ACTIVO","DERECHO FISCAL","C","21","Primer","14","Derecho",1-06-21
"2570","14-011-0995","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","20","Primer","14","Derecho",1-06-20
"2571","14-011-0995","GAM","V","ACTIVO","DERECHO DE AMPARO","C","20","Primer","14","Derecho",1-06-20
"2572","14-011-0995","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","14","Derecho",1-06-20
"2573","14-011-0995","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","20","Primer","14","Derecho",1-06-20
"2574","14-011-0995","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C","20","Primer","14","Derecho",1-06-20
"2575","14-011-0995","GAM","V","ACTIVO","BIENES Y SUCESIONES","C","20","Primer","14","Derecho",1-06-20
"2576","14-011-0995","GAM","V","ACTIVO","DERECHO FISCAL","NC","20","Primer","14","Derecho",1-06-20
"2577","14-011-0995","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","NC","20","Primer","14","Derecho",1-06-20
"2578","14-011-0995","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","C","20","Segundo","14","Derecho",1-09-20
"2579","14-011-0995","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","20","Segundo","14","Derecho",1-09-20
"2580","14-011-0995","GAM","V","ACTIVO","DERECHO FISCAL","NC","20","Segundo","14","Derecho",1-09-20
"2581","14-011-0995","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Primer","14","Derecho",1-01-21
"2582","14-011-0995","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","C","21","Primer","14","Derecho",1-01-21
"2583","14-011-0995","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","21","Primer","14","Derecho",1-01-21
"2584","14-011-0995","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","14","Derecho",1-01-21
"2585","14-011-0995","GAM","V","ACTIVO","DERECHO INDIGENA","C","21","Primer","14","Derecho",1-01-21
"2586","14-011-0995","GAM","V","ACTIVO","DELITOS EN PARTICULAR","C","21","Primer","14","Derecho",1-01-21
"2587","14-011-0995","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C","21","Primer","14","Derecho",1-01-21
"2588","14-011-0995","GAM","V","ACTIVO","DERECHO FISCAL","C","21","Primer","14","Derecho",1-06-21
"2589","14-011-1104","GAM","V","ACTIVO","DERECHO LABORAL","NC","20","Primer","14","Derecho",1-06-20
"2590","14-011-1104","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","NC","20","Primer","14","Derecho",1-06-20
"2591","14-011-1104","GAM","V","ACTIVO","BIENES Y SUCESIONES","NC","21","Primer","14","Derecho",1-01-21
"2592","14-011-1104","GAM","V","ACTIVO","DELITOS EN PARTICULAR","NC","21","Primer","14","Derecho",1-01-21
"2593","14-011-1104","GAM","V","ACTIVO","CLINICA PROCESAL","NC","21","Primer","14","Derecho",1-01-21
"2594","14-011-1104","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","NC","21","Primer","14","Derecho",1-01-21
"2595","14-011-1104","GAM","V","ACTIVO","OBLIGACIONES","NC","21","Primer","14","Derecho",1-06-21
"2596","14-011-1104","GAM","V","ACTIVO","DERECHO DE AMPARO","NC","21","Primer","14","Derecho",1-06-21
"2597","14-011-1104","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","C","21","Primer","14","Derecho",1-06-21
"2598","14-011-1104","GAM","V","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","NC","21","Primer","14","Derecho",1-06-21
"2599","14-011-1104","GAM","V","ACTIVO","DERECHO AMBIENTAL","NC","21","Primer","14","Derecho",1-06-21
"2600","14-011-1105","GAM","V","ACTIVO","INGLES I","C","20","Primer","14","Derecho",1-06-20
"2601","14-011-1105","GAM","V","ACTIVO","INGLES III","C","20","Segundo","14","Derecho",1-09-20
"2602","14-011-1105","GAM","V","ACTIVO","INGLES II","C","20","Segundo","14","Derecho",1-09-20
"2603","14-011-1105","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","C","20","Segundo","14","Derecho",1-09-20
"2604","14-011-1105","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","C","21","Primer","14","Derecho",1-06-21
"2605","14-011-1109","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","NC","20","Primer","14","Derecho",1-06-20
"2606","14-011-1109","GAM","V","ACTIVO","DELITOS EN PARTICULAR","C","20","Primer","14","Derecho",1-06-20
"2607","14-011-1109","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","20","Primer","14","Derecho",1-06-20
"2608","14-011-1109","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","C","21","Primer","14","Derecho",1-01-21
"2609","14-011-1142","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","14","Derecho",1-06-20
"2610","14-011-1142","GAM","V","ACTIVO","HISTORIA DEL DERECHO","NC","21","Primer","14","Derecho",1-01-21
"2611","14-011-1142","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","NC","21","Primer","14","Derecho",1-01-21
"2612","14-011-1142","GAM","V","ACTIVO","DERECHO CINE Y LITERATURA","NC","21","Primer","14","Derecho",1-01-21
"2613","14-011-1146","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS I","NC","20","Primer","14","Derecho",1-06-20
"2614","14-011-1146","GAM","V","ACTIVO","DERECHO INDIGENA","C","20","Primer","14","Derecho",1-06-20
"2615","14-011-1146","GAM","V","ACTIVO","DERECHO LABORAL","C","20","Primer","14","Derecho",1-06-20
"2616","14-011-1146","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","20","Primer","14","Derecho",1-06-20
"2617","14-011-1146","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","NC","20","Primer","14","Derecho",1-06-20
